eventID,eventDate,station,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,countryCode,maximumDepthInMeters
CBW2-6-6-2018-0,2018-06-06,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-6-7-2016-0,2016-06-07,CBW2,48.7493,-123.62,WSGS84,300,CA,0
CBW2-6-7-2017-0,2017-06-07,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-7-12-2018-0,2018-07-12,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-7-16-2015-0,2015-07-16,CBW2,48.749,-123.6203,WSGS84,300,CA,0
CBW2-7-18-2017-0,2017-07-18,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-7-20-2016-0,2016-07-20,CBW2,48.7499,-123.621,WSGS84,300,CA,0
CBW2-7-26-2016-0,2016-07-26,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-7-26-2018-0,2018-07-26,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-7-3-2015-0,2015-07-03,CBW2,48.7488,-123.6221,WSGS84,300,CA,0
CBW2-7-31-2017-0,2017-07-31,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-7-4-2018-0,2018-07-04,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-7-6-2016-0,2016-07-06,CBW2,48.75,-123.6206,WSGS84,300,CA,0
CBW2-7-7-2017-0,2017-07-07,CBW2,48.7483,-123.6217,WSGS84,300,CA,0
CBW2-8-15-2017-0,2017-08-15,CBW2,48.7483,-123.6217,WSGS84,300,CA,0
CBW2-8-15-2018-0,2018-08-15,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-8-2-2018-0,2018-08-02,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-8-22-2016-0,2016-08-22,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-8-22-2017-0,2017-08-22,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-8-22-2018-0,2018-08-22,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-8-6-2015-0,2015-08-06,CBW2,48.7486,-123.6214,WSGS84,300,CA,0
CBW2-8-7-2017-0,2017-08-07,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-8-9-2016-0,2016-08-09,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-9-16-2015-0,2015-09-16,CBW2,48.7516,-123.6228,WSGS84,300,CA,0
CBW2-9-21-2016-0,2016-09-21,CBW2,48.75,-123.6212,WSGS84,300,CA,0
CBW2-9-26-2017-0,2017-09-26,CBW2,48.7483,-123.6217,WSGS84,300,CA,0
CBW2-9-26-2018-0,2018-09-26,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-9-7-2017-0,2017-09-07,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-9-7-2018-0,2018-09-07,CBW2,48.75,-123.6217,WSGS84,300,CA,0
CBW2-9-8-2016-0,2016-09-08,CBW2,48.75,-123.6202,WSGS84,300,CA,0
CBW3-1-27-2015-0,2015-01-27,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-10-17-2016-0,2016-10-17,CBW3,48.7569,-123.6107,WSGS84,300,CA,0
CBW3-10-17-2017-0,2017-10-17,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-2-19-2015-0,2015-02-19,CBW3,48.7581,-123.6114,WSGS84,300,CA,0
CBW3-3-19-2015-0,2015-03-19,CBW3,48.7584,-123.6118,WSGS84,300,CA,0
CBW3-3-21-2016-0,2016-03-21,CBW3,48.7587,-123.6123,WSGS84,300,CA,0
CBW3-3-21-2017-0,2017-03-21,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-3-26-2015-0,2015-03-26,CBW3,48.7579,-123.6115,WSGS84,300,CA,0
CBW3-3-26-2018-0,2018-03-26,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-3-3-2016-0,2016-03-03,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-3-3-2017-0,2017-03-03,CBW3,48.7568,-123.6106,WSGS84,300,CA,0
CBW3-3-30-2016-0,2016-03-30,CBW3,48.7577,-123.6115,WSGS84,300,CA,0
CBW3-3-8-2017-0,2017-03-08,CBW3,48.757,-123.6107,WSGS84,300,CA,0
CBW3-3-9-2018-0,2018-03-09,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-4-14-2017-0,2017-04-14,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-4-16-2015-0,2015-04-16,CBW3,48.758,-123.612,WSGS84,300,CA,0
CBW3-4-19-2016-0,2016-04-19,CBW3,48.7584,-123.612,WSGS84,300,CA,0
CBW3-4-20-2018-0,2018-04-20,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-4-24-2017-0,2017-04-24,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-4-25-2018-0,2018-04-25,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-4-27-2016-0,2016-04-27,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-4-3-2018-0,2018-04-03,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-4-4-2015-0,2015-04-04,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-4-6-2017-0,2017-04-06,CBW3,48.7568,-123.6106,WSGS84,300,CA,0
CBW3-5-10-2016-0,2016-05-10,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-5-11-2017-0,2017-05-11,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-5-17-2016-0,2016-05-17,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-5-19-2018-0,2018-05-19,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-5-23-2017-0,2017-05-23,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-5-24-2016-0,2016-05-24,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-5-26-2015-0,2015-05-26,CBW3,48.7581,-123.6118,WSGS84,300,CA,0
CBW3-5-30-2018-0,2018-05-30,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-5-5-2017-0,2017-05-05,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-5-9-2018-0,2018-05-09,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-6-12-2017-0,2017-06-12,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-6-15-2016-0,2016-06-15,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-6-15-2018-0,2018-06-15,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-6-21-2018-0,2018-06-21,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-6-23-2017-0,2017-06-23,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-6-28-2016-0,2016-06-28,CBW3,48.7574,-123.611,WSGS84,300,CA,0
CBW3-6-6-2018-0,2018-06-06,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-6-7-2016-0,2016-06-07,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-6-7-2017-0,2017-06-07,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-7-12-2018-0,2018-07-12,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-7-16-2015-0,2015-07-16,CBW3,48.7589,-123.6132,WSGS84,300,CA,0
CBW3-7-18-2017-0,2017-07-18,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-7-20-2016-0,2016-07-20,CBW3,48.7569,-123.611,WSGS84,300,CA,0
CBW3-7-26-2016-0,2016-07-26,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-7-26-2018-0,2018-07-26,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-7-3-2015-0,2015-07-03,CBW3,48.7566,-123.6107,WSGS84,300,CA,0
CBW3-7-31-2017-0,2017-07-31,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-7-4-2018-0,2018-07-04,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-7-6-2016-0,2016-07-06,CBW3,48.7567,-123.6107,WSGS84,300,CA,0
CBW3-7-7-2017-0,2017-07-07,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-8-15-2017-0,2017-08-15,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-8-15-2018-0,2018-08-15,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-8-2-2018-0,2018-08-02,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-8-22-2016-0,2016-08-22,CBW3,48.7567,-123.6117,WSGS84,300,CA,0
CBW3-8-22-2017-0,2017-08-22,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-8-22-2018-0,2018-08-22,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-8-6-2015-0,2015-08-06,CBW3,48.7571,-123.6108,WSGS84,300,CA,0
CBW3-8-7-2017-0,2017-08-07,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-8-9-2016-0,2016-08-09,CBW3,48.7567,-123.6117,WSGS84,300,CA,0
CBW3-9-16-2015-0,2015-09-16,CBW3,48.7583,-123.6124,WSGS84,300,CA,0
CBW3-9-21-2016-0,2016-09-21,CBW3,48.7571,-123.611,WSGS84,300,CA,0
CBW3-9-26-2017-0,2017-09-26,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-9-26-2018-0,2018-09-26,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-9-7-2017-0,2017-09-07,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-9-7-2018-0,2018-09-07,CBW3,48.7567,-123.61,WSGS84,300,CA,0
CBW3-9-8-2016-0,2016-09-08,CBW3,48.7567,-123.6106,WSGS84,300,CA,0
CR1-10-5-2015-0,2015-10-05,CR1,50.0783,-125.2817,WSGS84,300,CA,0
CR1-2-19-2015-0,2015-02-19,CR1,50.0783,-125.2817,WSGS84,300,CA,0
CR1-2-19-2016-0,2016-02-19,CR1,50.0783,-125.2817,WSGS84,300,CA,0
CR1-3-13-2015-0,2015-03-13,CR1,50.0785,-125.2816,WSGS84,300,CA,0
CR1-3-17-2016-0,2016-03-17,CR1,50.078,-125.2807,WSGS84,300,CA,0
CR1-3-18-2015-0,2015-03-18,CR1,50.078,-125.2809,WSGS84,300,CA,0
CR1-3-27-2015-0,2015-03-27,CR1,50.0783,-125.2814,WSGS84,300,CA,0
CR1-3-28-2016-0,2016-03-28,CR1,50.0783,-125.2817,WSGS84,300,CA,0
CR1-4-10-2015-0,2015-04-10,CR1,50.0784,-125.2814,WSGS84,300,CA,0
CR1-4-14-2016-0,2016-04-14,CR1,50.0783,-125.2817,WSGS84,300,CA,0
CR1-4-17-2015-0,2015-04-17,CR1,50.0783,-125.2817,WSGS84,300,CA,0
CR1-4-2-2015-0,2015-04-02,CR1,50.0783,-125.2813,WSGS84,300,CA,0
CR1-5-11-2015-0,2015-05-11,CR1,50.0785,-125.2821,WSGS84,300,CA,0
CR1-5-19-2015-0,2015-05-19,CR1,50.0782,-125.2813,WSGS84,300,CA,0
CR1-5-25-2015-0,2015-05-25,CR1,50.0783,-125.2819,WSGS84,300,CA,0
CR1-6-16-2015-0,2015-06-16,CR1,50.0772,-125.2778,WSGS84,300,CA,0
CR1-6-23-2015-0,2015-06-23,CR1,50.0784,-125.2819,WSGS84,300,CA,0
CR1-6-29-2016-0,2016-06-29,CR1,50.0786,-125.2817,WSGS84,300,CA,0
CR1-6-8-2015-0,2015-06-08,CR1,50.0783,-125.2817,WSGS84,300,CA,0
CR1-7-16-2015-0,2015-07-16,CR1,50.0773,-125.282,WSGS84,300,CA,0
CR1-7-2-2015-0,2015-07-02,CR1,50.0782,-125.2806,WSGS84,300,CA,0
CR1-8-9-2015-0,2015-08-09,CR1,50.0787,-125.2819,WSGS84,300,CA,0
CR1-9-14-2015-0,2015-09-14,CR1,50.078,-125.2814,WSGS84,300,CA,0
CR10-10-11-2018-0,2018-10-11,CR10,50,-125.1,WSGS84,300,CA,0
CR10-10-17-2017-0,2017-10-17,CR10,49.9992,-125.1075,WSGS84,300,CA,0
CR10-10-18-2016-0,2016-10-18,CR10,49.9989,-125.1005,WSGS84,300,CA,0
CR10-2-28-2017-0,2017-02-28,CR10,50.0004,-125.1012,WSGS84,300,CA,0
CR10-3-20-2017-0,2017-03-20,CR10,49.9996,-125.1009,WSGS84,300,CA,0
CR10-3-28-2018-0,2018-03-28,CR10,50,-125.1,WSGS84,300,CA,0
CR10-3-7-2018-0,2018-03-07,CR10,50,-125.1,WSGS84,300,CA,0
CR10-3-9-2017-0,2017-03-09,CR10,50,-125.1,WSGS84,300,CA,0
CR10-4-19-2018-0,2018-04-19,CR10,50,-125.1,WSGS84,300,CA,0
CR10-4-24-2017-0,2017-04-24,CR10,49.9997,-125.0996,WSGS84,300,CA,0
CR10-4-26-2018-0,2018-04-26,CR10,50,-125.1,WSGS84,300,CA,0
CR10-5-10-2017-0,2017-05-10,CR10,49.9982,-125.1006,WSGS84,300,CA,0
CR10-5-10-2018-0,2018-05-10,CR10,50,-125.1,WSGS84,300,CA,0
CR10-5-16-2018-0,2018-05-16,CR10,50,-125.1,WSGS84,300,CA,0
CR10-5-17-2016-0,2016-05-17,CR10,50.0001,-125.1,WSGS84,300,CA,0
CR10-5-24-2016-0,2016-05-24,CR10,49.9994,-125.1001,WSGS84,300,CA,0
CR10-5-30-2018-0,2018-05-30,CR10,50,-125.1,WSGS84,300,CA,0
CR10-5-4-2017-0,2017-05-04,CR10,49.9999,-125.0998,WSGS84,300,CA,0
CR10-6-13-2016-0,2016-06-13,CR10,50.0001,-125.1,WSGS84,300,CA,0
CR10-6-13-2017-0,2017-06-13,CR10,49.9993,-125.0999,WSGS84,300,CA,0
CR10-6-14-2018-0,2018-06-14,CR10,50,-125.1,WSGS84,300,CA,0
CR10-6-20-2018-0,2018-06-20,CR10,50,-125.1,WSGS84,300,CA,0
CR10-6-23-2017-0,2017-06-23,CR10,49.9982,-125.1018,WSGS84,300,CA,0
CR10-6-29-2016-0,2016-06-29,CR10,50,-125.0997,WSGS84,300,CA,0
CR10-6-4-2017-0,2017-06-04,CR10,49.9995,-125.1008,WSGS84,300,CA,0
CR10-7-12-2018-0,2018-07-12,CR10,50,-125.1,WSGS84,300,CA,0
CR10-7-17-2017-0,2017-07-17,CR10,49.9984,-125.0998,WSGS84,300,CA,0
CR10-7-21-2016-0,2016-07-21,CR10,49.999,-125.1002,WSGS84,300,CA,0
CR10-7-25-2016-0,2016-07-25,CR10,50.0001,-125.1004,WSGS84,300,CA,0
CR10-7-25-2018-0,2018-07-25,CR10,50,-125.1,WSGS84,300,CA,0
CR10-7-31-2017-0,2017-07-31,CR10,50.0001,-125.1008,WSGS84,300,CA,0
CR10-7-5-2018-0,2018-07-05,CR10,50,-125.1,WSGS84,300,CA,0
CR10-7-6-2017-0,2017-07-06,CR10,50.0001,-125.0999,WSGS84,300,CA,0
CR10-8-14-2017-0,2017-08-14,CR10,50,-125.1019,WSGS84,300,CA,0
CR10-8-17-2018-0,2018-08-17,CR10,50,-125.1,WSGS84,300,CA,0
CR10-8-20-2017-0,2017-08-20,CR10,49.9987,-125.1001,WSGS84,300,CA,0
CR10-8-23-2018-0,2018-08-23,CR10,50,-125.1,WSGS84,300,CA,0
CR10-8-3-2016-0,2016-08-03,CR10,49.9988,-125.0998,WSGS84,300,CA,0
CR10-8-3-2018-0,2018-08-03,CR10,50,-125.1,WSGS84,300,CA,0
CR10-8-8-2016-0,2016-08-08,CR10,50,-125.1002,WSGS84,300,CA,0
CR10-8-9-2017-0,2017-08-09,CR10,49.9995,-125.1,WSGS84,300,CA,0
CR10-9-22-2016-0,2016-09-22,CR10,49.9993,-125.0995,WSGS84,300,CA,0
CR10-9-5-2016-0,2016-09-05,CR10,50,-125.1,WSGS84,300,CA,0
CR10-9-6-2017-0,2017-09-06,CR10,49.9999,-125.0999,WSGS84,300,CA,0
CR11-10-11-2018-0,2018-10-11,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-3-20-2017-0,2017-03-20,CR11,49.9336,-124.9839,WSGS84,300,CA,0
CR11-3-28-2018-0,2018-03-28,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-3-7-2018-0,2018-03-07,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-3-9-2017-0,2017-03-09,CR11,49.9352,-124.982,WSGS84,300,CA,0
CR11-4-19-2018-0,2018-04-19,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-4-24-2017-0,2017-04-24,CR11,49.9335,-124.983,WSGS84,300,CA,0
CR11-4-26-2018-0,2018-04-26,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-5-10-2017-0,2017-05-10,CR11,49.9331,-124.9833,WSGS84,300,CA,0
CR11-5-10-2018-0,2018-05-10,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-5-16-2018-0,2018-05-16,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-5-17-2016-0,2016-05-17,CR11,49.9341,-124.9851,WSGS84,300,CA,0
CR11-5-24-2016-0,2016-05-24,CR11,49.933,-124.9831,WSGS84,300,CA,0
CR11-5-30-2018-0,2018-05-30,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-5-4-2017-0,2017-05-04,CR11,49.9335,-124.9833,WSGS84,300,CA,0
CR11-6-13-2016-0,2016-06-13,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-6-13-2017-0,2017-06-13,CR11,49.9329,-124.9834,WSGS84,300,CA,0
CR11-6-14-2018-0,2018-06-14,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-6-20-2018-0,2018-06-20,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-6-23-2017-0,2017-06-23,CR11,49.9344,-124.9814,WSGS84,300,CA,0
CR11-6-4-2017-0,2017-06-04,CR11,49.9332,-124.9833,WSGS84,300,CA,0
CR11-7-17-2017-0,2017-07-17,CR11,49.9337,-124.9799,WSGS84,300,CA,0
CR11-7-21-2016-0,2016-07-21,CR11,49.9332,-124.9834,WSGS84,300,CA,0
CR11-7-25-2016-0,2016-07-25,CR11,49.9333,-124.983,WSGS84,300,CA,0
CR11-7-25-2018-0,2018-07-25,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-7-31-2017-0,2017-07-31,CR11,49.9338,-124.9809,WSGS84,300,CA,0
CR11-7-5-2018-0,2018-07-05,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-7-6-2017-0,2017-07-06,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-8-14-2017-0,2017-08-14,CR11,49.9334,-124.9829,WSGS84,300,CA,0
CR11-8-17-2018-0,2018-08-17,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-8-20-2017-0,2017-08-20,CR11,49.9331,-124.9835,WSGS84,300,CA,0
CR11-8-23-2018-0,2018-08-23,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-8-3-2016-0,2016-08-03,CR11,49.9325,-124.9839,WSGS84,300,CA,0
CR11-8-3-2018-0,2018-08-03,CR11,49.9333,-124.9833,WSGS84,300,CA,0
CR11-8-8-2016-0,2016-08-08,CR11,49.9332,-124.9838,WSGS84,300,CA,0
CR11-8-9-2017-0,2017-08-09,CR11,49.9332,-124.9838,WSGS84,300,CA,0
CR11-9-22-2016-0,2016-09-22,CR11,49.9331,-124.9842,WSGS84,300,CA,0
CR11-9-6-2017-0,2017-09-06,CR11,49.9333,-124.9834,WSGS84,300,CA,0
CR2-10-5-2015-0,2015-10-05,CR2,50.085,-125.275,WSGS84,300,CA,0
CR2-2-19-2015-0,2015-02-19,CR2,50.085,-125.275,WSGS84,300,CA,0
CR2-2-19-2016-0,2016-02-19,CR2,50.085,-125.275,WSGS84,300,CA,0
CR2-3-13-2015-0,2015-03-13,CR2,50.0848,-125.2741,WSGS84,300,CA,0
CR2-3-17-2016-0,2016-03-17,CR2,50.0809,-125.2643,WSGS84,300,CA,0
CR2-3-18-2015-0,2015-03-18,CR2,50.0873,-125.2774,WSGS84,300,CA,0
CR2-3-27-2015-0,2015-03-27,CR2,50.0844,-125.2746,WSGS84,300,CA,0
CR2-3-28-2016-0,2016-03-28,CR2,50.0817,-125.265,WSGS84,300,CA,0
CR2-4-10-2015-0,2015-04-10,CR2,50.0848,-125.2743,WSGS84,300,CA,0
CR2-4-14-2016-0,2016-04-14,CR2,50.0817,-125.265,WSGS84,300,CA,0
CR2-4-17-2015-0,2015-04-17,CR2,50.0841,-125.2735,WSGS84,300,CA,0
CR2-4-2-2015-0,2015-04-02,CR2,50.0848,-125.2747,WSGS84,300,CA,0
CR2-5-11-2015-0,2015-05-11,CR2,50.085,-125.275,WSGS84,300,CA,0
CR2-5-19-2015-0,2015-05-19,CR2,50.0851,-125.276,WSGS84,300,CA,0
CR2-5-25-2015-0,2015-05-25,CR2,50.085,-125.2742,WSGS84,300,CA,0
CR2-6-16-2015-0,2015-06-16,CR2,50.085,-125.275,WSGS84,300,CA,0
CR2-6-23-2015-0,2015-06-23,CR2,50.0855,-125.276,WSGS84,300,CA,0
CR2-6-8-2015-0,2015-06-08,CR2,50.085,-125.275,WSGS84,300,CA,0
CR2-7-16-2015-0,2015-07-16,CR2,50.085,-125.275,WSGS84,300,CA,0
CR2-7-2-2015-0,2015-07-02,CR2,50.0849,-125.2743,WSGS84,300,CA,0
CR2-8-9-2015-0,2015-08-09,CR2,50.085,-125.275,WSGS84,300,CA,0
CR2-9-14-2015-0,2015-09-14,CR2,50.085,-125.275,WSGS84,300,CA,0
CR3-10-5-2015-0,2015-10-05,CR3,50.0917,-125.265,WSGS84,300,CA,0
CR3-2-19-2015-0,2015-02-19,CR3,50.0917,-125.265,WSGS84,300,CA,0
CR3-2-19-2016-0,2016-02-19,CR3,50.0917,-125.265,WSGS84,300,CA,0
CR3-3-13-2015-0,2015-03-13,CR3,50.0918,-125.2646,WSGS84,300,CA,0
CR3-3-17-2016-0,2016-03-17,CR3,50.0846,-125.253,WSGS84,300,CA,0
CR3-3-18-2015-0,2015-03-18,CR3,50.0914,-125.2645,WSGS84,300,CA,0
CR3-3-27-2015-0,2015-03-27,CR3,50.0919,-125.2655,WSGS84,300,CA,0
CR3-3-28-2016-0,2016-03-28,CR3,50.085,-125.2533,WSGS84,300,CA,0
CR3-4-10-2015-0,2015-04-10,CR3,50.092,-125.2657,WSGS84,300,CA,0
CR3-4-14-2016-0,2016-04-14,CR3,50.085,-125.2533,WSGS84,300,CA,0
CR3-4-17-2015-0,2015-04-17,CR3,50.0917,-125.265,WSGS84,300,CA,0
CR3-4-2-2015-0,2015-04-02,CR3,50.0917,-125.2648,WSGS84,300,CA,0
CR3-5-11-2015-0,2015-05-11,CR3,50.092,-125.2661,WSGS84,300,CA,0
CR3-5-19-2015-0,2015-05-19,CR3,50.0916,-125.2646,WSGS84,300,CA,0
CR3-5-25-2015-0,2015-05-25,CR3,50.0919,-125.2652,WSGS84,300,CA,0
CR3-6-16-2015-0,2015-06-16,CR3,50.091,-125.2637,WSGS84,300,CA,0
CR3-6-23-2015-0,2015-06-23,CR3,50.0917,-125.2651,WSGS84,300,CA,0
CR3-6-8-2015-0,2015-06-08,CR3,50.0917,-125.265,WSGS84,300,CA,0
CR3-7-16-2015-0,2015-07-16,CR3,50.0915,-125.2636,WSGS84,300,CA,0
CR3-7-2-2015-0,2015-07-02,CR3,50.0916,-125.265,WSGS84,300,CA,0
CR3-8-9-2015-0,2015-08-09,CR3,50.0938,-125.2692,WSGS84,300,CA,0
CR4-10-17-2017-0,2017-10-17,CR4,50.0313,-125.2249,WSGS84,300,CA,0
CR4-10-18-2016-0,2016-10-18,CR4,50.0337,-125.2264,WSGS84,300,CA,0
CR4-10-5-2015-0,2015-10-05,CR4,50.0325,-125.2257,WSGS84,300,CA,0
CR4-2-19-2015-0,2015-02-19,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-2-19-2016-0,2016-02-19,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-2-28-2017-0,2017-02-28,CR4,50.0336,-125.2266,WSGS84,300,CA,0
CR4-3-13-2015-0,2015-03-13,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-3-14-2018-0,2018-03-14,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-3-17-2016-0,2016-03-17,CR4,50.0316,-125.225,WSGS84,300,CA,0
CR4-3-18-2015-0,2015-03-18,CR4,50.0342,-125.2267,WSGS84,300,CA,0
CR4-3-20-2017-0,2017-03-20,CR4,50.0345,-125.2275,WSGS84,300,CA,0
CR4-3-27-2015-0,2015-03-27,CR4,50.0333,-125.2278,WSGS84,300,CA,0
CR4-3-28-2018-0,2018-03-28,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-3-7-2018-0,2018-03-07,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-3-9-2017-0,2017-03-09,CR4,50.0328,-125.2262,WSGS84,300,CA,0
CR4-4-10-2015-0,2015-04-10,CR4,50.0341,-125.2275,WSGS84,300,CA,0
CR4-4-14-2016-0,2016-04-14,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-4-17-2015-0,2015-04-17,CR4,50.0321,-125.2259,WSGS84,300,CA,0
CR4-4-19-2016-0,2016-04-19,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-4-19-2018-0,2018-04-19,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-4-2-2015-0,2015-04-02,CR4,50.0336,-125.2266,WSGS84,300,CA,0
CR4-4-24-2017-0,2017-04-24,CR4,50.0329,-125.2261,WSGS84,300,CA,0
CR4-4-25-2016-0,2016-04-25,CR4,50.0354,-125.2267,WSGS84,300,CA,0
CR4-4-26-2018-0,2018-04-26,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-5-10-2017-0,2017-05-10,CR4,50.0321,-125.2257,WSGS84,300,CA,0
CR4-5-10-2018-0,2018-05-10,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-5-11-2015-0,2015-05-11,CR4,50.0334,-125.2266,WSGS84,300,CA,0
CR4-5-11-2016-0,2016-05-11,CR4,50.034,-125.2271,WSGS84,300,CA,0
CR4-5-16-2018-0,2018-05-16,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-5-17-2016-0,2016-05-17,CR4,50.0337,-125.2261,WSGS84,300,CA,0
CR4-5-19-2015-0,2015-05-19,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-5-24-2016-0,2016-05-24,CR4,50.0352,-125.2275,WSGS84,300,CA,0
CR4-5-25-2015-0,2015-05-25,CR4,50.0322,-125.2255,WSGS84,300,CA,0
CR4-5-30-2018-0,2018-05-30,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-5-4-2017-0,2017-05-04,CR4,50.0348,-125.2276,WSGS84,300,CA,0
CR4-6-13-2016-0,2016-06-13,CR4,50.0299,-125.2237,WSGS84,300,CA,0
CR4-6-13-2017-0,2017-06-13,CR4,50.0335,-125.2268,WSGS84,300,CA,0
CR4-6-14-2018-0,2018-06-14,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-6-16-2015-0,2015-06-16,CR4,50.0331,-125.2262,WSGS84,300,CA,0
CR4-6-20-2018-0,2018-06-20,CR4,50.0333,-125.2267,WSGS84,300,CA,0
CR4-6-23-2015-0,2015-06-23,CR4,50.0338,-125.2272,WSGS84,300,CA,0
CR4-6-23-2017-0,2017-06-23,CR4,50.0317,-125.2255,WSGS84,300,CA,0
